albania,comoros,29
albania,eritrea,11
albania,kenya,64
albania,madagascar,19
albania,mauritius,45
albania,rwanda,94
albania,seychelles,5
albania,tanzania,14
albania,zimbabwe,76
albania,cameroon,84
albania,congo,26
albania,algeria,262
albania,morocco,579
albania,sudan,190
albania,tunisia,247
albania,botswana,53
albania,namibia,32
albania,south africa,812
albania,cabo verde,146
albania,côte d’ivoire,24
albania,ghana,56
albania,guinea,18
albania,liberia,7
albania,mali,7
albania,nigeria,161
albania,senegal,85
albania,antigua and barbuda,559
albania,bahamas,7
albania,barbados,8
albania,cuba,749
albania,dominican republic,65
albania,haiti,313
albania,jamaica,4
albania,saint lucia,274
albania,trinidad and tobago,13
albania,el salvador,92
albania,guatemala,718
albania,honduras,41
albania,nicaragua,17
albania,canada,12633
albania,mexico,613
albania,united states of america,95377
albania,argentina,565
albania,bolivia,65
albania,brazil,2105
albania,chile,311
albania,colombia,555
albania,ecuador,192
albania,guyana,7
albania,paraguay,32
albania,peru,299
albania,uruguay,71
albania,venezuela,140
albania,china,1529
albania,japan,529
albania,korea,667
albania,mongolia,28
albania,indonesia,224
albania,lao people’s democratic republic,4
albania,malaysia,396
albania,myanmar,11
albania,philippines,1993
albania,singapore,88
albania,thailand,230
albania,viet nam,97
albania,australia,1716
albania,new zealand,451
albania,armenia,840
albania,azerbaijan,798
albania,belarus,2545
albania,bulgaria,25473
albania,czech republic (czechia),21069
albania,estonia,941
albania,georgia,1209
albania,hungary,14019
albania,kazakhstan,1358
albania,kyrgyzstan,37
albania,latvia,1324
albania,lithuania,1964
albania,moldova,3503
albania,poland,112223
albania,romania,25369
albania,russian federation,36475
albania,slovakia,3527
albania,tajikistan,526
albania,turkmenistan,8
albania,ukraine,110205
albania,uzbekistan,70
albania,denmark,3959
albania,finland,2815
albania,iceland,396
albania,ireland,3515
albania,norway,5255
albania,sweden,22010
albania,united kingdom,89624
albania,andorra,102
albania,bosnia and herzegovina,34852
albania,croatia,20540
albania,greece,276915
albania,italy,354370
albania,malta,610
albania,montenegro,319770
albania,north macedonia,560213
albania,portugal,3164
albania,san marino,117
albania,serbia,100435
albania,slovenia,7768
albania,spain,12567
albania,austria,22525
albania,belgium,27559
albania,france,47018
albania,germany,119009
albania,liechtenstein,105
albania,luxembourg,1531
albania,monaco,15
albania,netherlands,18281
albania,switzerland,57011
albania,cyprus,568
albania,israel,4575
albania,türkiye,51510
albania,bahrain,207
albania,egypt,17402
albania,iraq,159
albania,jordan,508
albania,kuwait,558
albania,lebanon,401
albania,libya,213
albania,saudi arabia,12259
albania,state of palestine,292
albania,syrian arab republic,3229
albania,united arab emirates,1731
albania,afghanistan,584
albania,bangladesh,2353
albania,india,15332
albania,iran,209
albania,nepal,163
albania,pakistan,1977
albania,sri lanka,380
algeria,morocco,1492
algeria,tunisia,7648
algeria,mali,733
algeria,mauritania,754
algeria,niger,499
algeria,canada,367
algeria,mexico,41
algeria,united states of america,1052
algeria,argentina,37
algeria,brazil,70
algeria,china,5192
algeria,japan,118
algeria,australia,40
algeria,new zealand,7
algeria,denmark,89
algeria,finland,72
algeria,norway,138
algeria,sweden,155
algeria,united kingdom,816
algeria,greece,113
algeria,italy,2615
algeria,portugal,806
algeria,spain,3961
algeria,austria,157
algeria,belgium,419
algeria,france,11964
andorra,spain,1394313
andorra,france,379042
angola,burundi,19
angola,djibouti,1
angola,eritrea,641
angola,ethiopia,171
angola,kenya,246
angola,madagascar,14
angola,malawi,32
angola,mauritius,7
angola,mozambique,164
angola,rwanda,188
angola,somalia,119
angola,tanzania,207
angola,uganda,52
angola,zambia,172
angola,zimbabwe,125
angola,cameroon,101
angola,central african republic,85
angola,chad,142
angola,congo,839
angola,equatorial guinea,16
angola,gabon,146
angola,sao tome and principe,855
angola,algeria,52
angola,morocco,70
angola,sudan,63
angola,tunisia,294
angola,botswana,8
angola,lesotho,1
angola,namibia,698
angola,south africa,2112
angola,benin,7
angola,burkina faso,26
angola,cabo verde,182
angola,côte d’ivoire,264
angola,gambia,539
angola,ghana,109
angola,guinea,13
angola,guinea-bissau,50
angola,mali,373
angola,mauritania,891
angola,niger,16
angola,nigeria,932
angola,senegal,79
angola,sierra leone,46
angola,togo,5
angola,bahamas,1
angola,cuba,1967
angola,dominican republic,23
angola,haiti,1
angola,trinidad and tobago,9
angola,costa rica,8
angola,guatemala,5
angola,honduras,23
angola,nicaragua,5
angola,panama,7
angola,canada,358
angola,mexico,93
angola,united states of america,1629
angola,argentina,141
angola,bolivia,28
angola,brazil,3215
angola,chile,5
angola,colombia,128
angola,ecuador,17
angola,guyana,936
angola,paraguay,28
angola,peru,54
angola,uruguay,6
angola,venezuela,99
angola,china,4362
angola,japan,87
angola,korea,94
angola,taiwan province of china,5
angola,cambodia,2
angola,indonesia,126
angola,malaysia,66
angola,myanmar,9
angola,philippines,1326
angola,singapore,13
angola,thailand,18
angola,timor-leste,19
angola,viet nam,310
angola,australia,99
angola,new zealand,13
angola,armenia,44
angola,azerbaijan,21
angola,belarus,231
angola,bulgaria,138
angola,czech republic (czechia),12
angola,estonia,2
angola,georgia,2
angola,hungary,21
angola,kazakhstan,29
angola,latvia,15
angola,lithuania,48
angola,moldova,2
angola,poland,419
angola,romania,278
angola,russian federation,745
angola,slovakia,2
angola,ukraine,232
angola,uzbekistan,100
angola,denmark,97
angola,finland,14
angola,iceland,1
angola,ireland,39
angola,norway,101
angola,sweden,46
angola,united kingdom,2029
angola,albania,5
angola,bosnia and herzegovina,12
angola,croatia,156
angola,greece,2
angola,italy,980
angola,malta,8
angola,portugal,17377
angola,serbia,69
angola,slovenia,2
angola,spain,760
angola,austria,41
angola,belgium,440
angola,france,3851
angola,germany,296
angola,netherlands,367
angola,switzerland,33
angola,israel,315
angola,türkiye,528
angola,egypt,737
angola,iraq,2
angola,jordan,55
angola,lebanon,2531
angola,libya,22
angola,state of palestine,5
angola,syrian arab republic,97
angola,united arab emirates,9
angola,yemen,14
angola,afghanistan,3
angola,bangladesh,76
angola,india,2904
angola,iran,11
angola,nepal,39
angola,pakistan,155
angola,sri lanka,23
antigua and barbuda,burundi,2
antigua and barbuda,ethiopia,2
antigua and barbuda,kenya,13
antigua and barbuda,madagascar,1
antigua and barbuda,mauritius,1
antigua and barbuda,mozambique,1
antigua and barbuda,rwanda,6
antigua and barbuda,uganda,2
antigua and barbuda,zambia,2
antigua and barbuda,zimbabwe,12
antigua and barbuda,cameroon,3
antigua and barbuda,gabon,9
antigua and barbuda,algeria,9
antigua and barbuda,morocco,1
antigua and barbuda,botswana,4
antigua and barbuda,eswatini,2
antigua and barbuda,lesotho,2
antigua and barbuda,namibia,1
antigua and barbuda,south africa,160
antigua and barbuda,ghana,6
antigua and barbuda,guinea,5
antigua and barbuda,liberia,1
antigua and barbuda,niger,1
antigua and barbuda,nigeria,133
antigua and barbuda,togo,1
antigua and barbuda,bahamas,103
antigua and barbuda,barbados,516
antigua and barbuda,cuba,70
antigua and barbuda,dominica,568
antigua and barbuda,dominican republic,209
antigua and barbuda,grenada,197
antigua and barbuda,haiti,6
antigua and barbuda,jamaica,1461
antigua and barbuda,saint kitts and nevis,480
antigua and barbuda,saint lucia,439
antigua and barbuda,saint vincent and the grenadines,361
antigua and barbuda,trinidad and tobago,699
antigua and barbuda,belize,73
antigua and barbuda,costa rica,30
antigua and barbuda,el salvador,16
antigua and barbuda,guatemala,10
antigua and barbuda,honduras,17
antigua and barbuda,nicaragua,5
antigua and barbuda,panama,56
antigua and barbuda,canada,4055
antigua and barbuda,mexico,268
antigua and barbuda,united states of america,102495
antigua and barbuda,argentina,102
antigua and barbuda,brazil,173
antigua and barbuda,chile,17
antigua and barbuda,colombia,111
antigua and barbuda,ecuador,10
antigua and barbuda,guyana,679
antigua and barbuda,paraguay,3
antigua and barbuda,peru,48
antigua and barbuda,suriname,14
antigua and barbuda,uruguay,20
antigua and barbuda,venezuela,53
antigua and barbuda,china,212
antigua and barbuda,hong kong (china),18
antigua and barbuda,japan,26
antigua and barbuda,korea,3
antigua and barbuda,macao (china),1
antigua and barbuda,taiwan province of china,2
antigua and barbuda,cambodia,1
antigua and barbuda,indonesia,28
antigua and barbuda,malaysia,7
antigua and barbuda,myanmar,3
antigua and barbuda,philippines,135
antigua and barbuda,singapore,18
antigua and barbuda,thailand,4
antigua and barbuda,viet nam,2
antigua and barbuda,australia,100
antigua and barbuda,new zealand,64
antigua and barbuda,fiji,1
antigua and barbuda,solomon islands,3
antigua and barbuda,samoa,2
antigua and barbuda,bulgaria,56
antigua and barbuda,czech republic (czechia),26
antigua and barbuda,hungary,27
antigua and barbuda,poland,113
antigua and barbuda,romania,66
antigua and barbuda,russian federation,111
antigua and barbuda,denmark,108
antigua and barbuda,finland,27
antigua and barbuda,iceland,11
antigua and barbuda,ireland,493
antigua and barbuda,norway,41
antigua and barbuda,sweden,119
antigua and barbuda,united kingdom,48328
antigua and barbuda,albania,20
antigua and barbuda,greece,50
antigua and barbuda,italy,598
antigua and barbuda,malta,26
antigua and barbuda,portugal,77
antigua and barbuda,spain,312
antigua and barbuda,austria,99
antigua and barbuda,belgium,77
antigua and barbuda,france,636
antigua and barbuda,germany,377
antigua and barbuda,luxembourg,5
antigua and barbuda,monaco,39
antigua and barbuda,netherlands,237
antigua and barbuda,switzerland,261
antigua and barbuda,cyprus,16
antigua and barbuda,israel,34
antigua and barbuda,türkiye,39
antigua and barbuda,egypt,13
antigua and barbuda,jordan,5
antigua and barbuda,kuwait,7
antigua and barbuda,lebanon,9
antigua and barbuda,qatar,12
antigua and barbuda,saudi arabia,5
antigua and barbuda,state of palestine,1
antigua and barbuda,syrian arab republic,5
antigua and barbuda,united arab emirates,41
antigua and barbuda,afghanistan,9
antigua and barbuda,bangladesh,4
antigua and barbuda,india,217
antigua and barbuda,nepal,7
antigua and barbuda,pakistan,40
antigua and barbuda,sri lanka,36
argentina,south africa,160
argentina,senegal,10
argentina,cuba,119
argentina,dominican republic,213
argentina,haiti,25
argentina,costa rica,431
argentina,el salvador,169
argentina,guatemala,231
argentina,honduras,109
argentina,nicaragua,53
argentina,panama,401
argentina,canada,3111
argentina,mexico,7036
argentina,united states of america,42369
argentina,bolivia,9696
argentina,brazil,45113
argentina,chile,28858
argentina,colombia,10190
argentina,ecuador,3057
argentina,paraguay,21032
argentina,peru,8353
argentina,uruguay,32617
argentina,venezuela,4804
argentina,china,663
argentina,japan,273
argentina,korea,517
argentina,indonesia,49
argentina,malaysia,20
argentina,philippines,185
argentina,singapore,31
argentina,thailand,21
argentina,australia,419
argentina,new zealand,110
argentina,bulgaria,92
argentina,czech republic (czechia),188
argentina,hungary,94
argentina,latvia,57
argentina,lithuania,63
argentina,poland,357
argentina,romania,199
argentina,russian federation,697
argentina,slovakia,53
argentina,ukraine,245
argentina,denmark,300
argentina,finland,200
argentina,iceland,19
argentina,ireland,225
argentina,norway,184
argentina,sweden,441
argentina,united kingdom,6815
argentina,croatia,110
argentina,greece,168
argentina,italy,10168
argentina,portugal,565
argentina,serbia,68
argentina,slovenia,67
argentina,spain,27824
argentina,austria,486
argentina,belgium,653
argentina,france,9640
argentina,germany,8553
argentina,netherlands,1152
argentina,switzerland,3713
argentina,israel,2071
argentina,türkiye,250
argentina,lebanon,17
argentina,india,248
armenia,comoros,5
armenia,ethiopia,14
armenia,zambia,2
armenia,zimbabwe,16
armenia,cameroon,13
armenia,congo,3
armenia,gabon,1
armenia,morocco,11
armenia,sudan,12
armenia,tunisia,7
armenia,south africa,323
armenia,benin,1
armenia,burkina faso,2
armenia,ghana,11
armenia,mali,3
armenia,niger,31
armenia,senegal,4
armenia,cuba,64
armenia,el salvador,6
armenia,guatemala,4
armenia,nicaragua,1
armenia,canada,1951
armenia,mexico,124
armenia,united states of america,31657
armenia,argentina,212
armenia,brazil,344
armenia,chile,21
armenia,colombia,65
armenia,ecuador,12
armenia,peru,35
armenia,venezuela,10
armenia,china,717
armenia,hong kong (china),17
armenia,japan,198
armenia,korea,195
armenia,mongolia,11
armenia,cambodia,5
armenia,indonesia,80
armenia,malaysia,24
armenia,philippines,4452
armenia,singapore,43
armenia,thailand,86
armenia,viet nam,6
armenia,australia,357
armenia,new zealand,88
armenia,fiji,1
armenia,vanuatu,8
armenia,belarus,7281
armenia,bulgaria,1424
armenia,czech republic (czechia),1883
armenia,estonia,527
armenia,hungary,517
armenia,latvia,762
armenia,lithuania,811
armenia,poland,4148
armenia,romania,741
armenia,slovakia,531
armenia,denmark,707
armenia,finland,351
armenia,iceland,70
armenia,ireland,324
armenia,norway,304
armenia,sweden,2471
armenia,united kingdom,3736
armenia,albania,66
armenia,bosnia and herzegovina,95
armenia,croatia,231
armenia,greece,1700
armenia,italy,2242
armenia,malta,35
armenia,north macedonia,186
armenia,portugal,450
armenia,serbia,428
armenia,slovenia,346
armenia,spain,1984
armenia,austria,1945
armenia,belgium,5687
armenia,france,14142
armenia,germany,11787
armenia,netherlands,7419
armenia,switzerland,1295
armenia,cyprus,288
armenia,israel,1745
armenia,türkiye,3856
armenia,bahrain,51
armenia,egypt,149
armenia,iraq,4017
armenia,jordan,726
armenia,kuwait,111
armenia,lebanon,3316
armenia,libya,1
armenia,oman,94
armenia,qatar,134
armenia,saudi arabia,11
armenia,syrian arab republic,1138
armenia,united arab emirates,6400
armenia,yemen,10
armenia,afghanistan,3
armenia,bangladesh,24
armenia,india,17901
armenia,iran,92835
armenia,nepal,8
armenia,pakistan,3
armenia,sri lanka,32
australia,burundi,2
australia,comoros,2
australia,ethiopia,35
australia,kenya,160
australia,madagascar,9
australia,malawi,6
australia,mauritius,144
australia,mozambique,3
australia,rwanda,8
australia,seychelles,10
australia,somalia,13
australia,tanzania,47
australia,uganda,22
australia,zambia,42
australia,zimbabwe,68
australia,angola,9
australia,cameroon,4
australia,congo,8
australia,equatorial guinea,2
australia,algeria,24
australia,morocco,12
australia,south sudan,5
australia,sudan,25
australia,tunisia,17
australia,botswana,21
australia,namibia,10
australia,south africa,830
